id,question
10413,Are there any notable car brands referenced in Cleopatra Jones and the Casino of Gold?
10413,What role do automobiles play in the plot of Cleopatra Jones and the Casino of Gold?
10417,What is the premise of the movie Crazy Mama that relates to the keyword 'on the road'?
10417,How do the characters in Crazy Mama exemplify the 'exploitation' genre?
10417,Can you describe the significance of the 'bikini' in the context of Crazy Mama?
10417,What kind of experiences do the Stokes women face during their 'hixploitation' adventure in Crazy Mama?
10417,In what ways does Crazy Mama reflect characteristics of a 'psychotronic film'?
10422,What is the main premise of the movie Death Race 2000 and how does it relate to themes of tyranny and dystopia?
10422,Can you describe the characters involved in the Transcontinental Road Race and their personas?
10422,How does the government in Death Race 2000 maintain control over the population through the race?
10422,"What are some of the violent rules established for the race, and how do they impact the story?"
10422,What is the significance of Frankenstein's character and his ultimate plan during the race?
10423,What are the main themes explored in the movie Deewaar related to crime and family relationships?
10423,How does the character Vijay's life evolve from a dockworker to a leading figure in the underworld?
10423,What events lead to the tragic end of Vijay's relationship with his girlfriend Anita?
10423,How does the familial conflict between Vijay and Ravi influence the plot and their character development?
10423,What impact does the murder of Anita have on Vijay's actions and his relationship with his mother?
10424,What is the plot of 'I Don't Want to Be Born' and how is the baby described?
10424,Who are the main actors in 'I Don't Want to Be Born' and what roles do they play?
10424,Can you provide details about the director of 'I Don't Want to Be Born' and his style of filmmaking?
10424,"How does Lucy's character evolve throughout the movie, particularly after giving birth?"
10424,What supernatural elements are present in 'I Don't Want to Be Born' and how do they affect the characters?
10426,What role does Ron Ely play in Doc Savage: The Man of Bronze?
10426,Can you describe the main conflict that Doc Savage faces in this movie?
10426,What significant event happens to Doc Savage's father in the plot?
10426,How does Doc Savage handle Captain Seas at the end of the movie?
10426,What is the relationship between the Quetzamal tribe and the treasure found in Hidalgo?
10427,What kind of crime is depicted in Dog Day Afternoon and who are the main actors involved in this heist narrative?
10427,Can you explain the role of Sonny Wortzik and how his plans go wrong during the bank robbery in the film?
10427,"What events lead to the hostage situation in Dog Day Afternoon, and how does Sonny interact with the police during this crisis?"
10427,How does the relationship between Sonny and his wife contribute to the motivations behind the robbery in Dog Day Afternoon?
10427,What consequences does Sonny face at the end of Dog Day Afternoon following the failed heist and hostage situation?
10428,What is the plot of the movie Dolemite and how does it relate to prison?
10428,Who directed Dolemite and what other significant roles did they play in the film?
10428,Can you name the main actors in Dolemite and their respective roles?
10428,What themes related to blaxploitation are present in Dolemite?
10428,When was Dolemite released and what genres does it belong to?
10431,"What is the main character's profession in The Eiger Sanction, and how does it relate to his actions in the film?"
10431,How does Dr. Jonathan Hemlock find himself involved with the climbing team on the Eiger mountain?
10431,What significant event pushes Hemlock back into his life as an assassin after his retirement?
10431,Can you describe the relationship between Hemlock and his ally Ben Bowman throughout the movie?
10431,What ultimately happens to the climbers during their ascent of the Eiger north face and how does it impact Hemlock?
10437,"What role does jazz music play in the ambiance of Farewell, My Lovely?"
10437,"How does the investigation in Farewell, My Lovely unfold with the character of Moose Malloy?"
10437,Can you explain the significance of Joe DiMaggio's reference in the film?
10437,What challenges does Philip Marlowe face during his investigation in the movie?
10437,What are the circumstances surrounding the murder of the client named Marriott?
10440,What is the central plot involving the characters Nicky and Oscar in The Fortune?
10440,How do Nicky and Oscar plan to accomplish their scheme to inherit the fortune?
10440,What complications arise when the police get involved in The Fortune?
10440,"Who plays the role of the heiress in The Fortune, and what is her character's name?"
10440,"What year was The Fortune released, and who directed the film?"
10441,What is the main premise of the movie 'Framed' and how does it relate to themes of revenge and self-defense?
10441,Can you describe the role of the character Ron Lewis and his journey throughout the film 'Framed'?
